ID,Score
8000,0.9999999999999989
8001,0.9999999999999989
8002,0.9999999999999989
8003,0.9999999999999989
8004,0.9999999999999989
8005,0.9999999999999989
8006,0.9999999999999989
8007,0.9999999999999989
8008,0.9999999999999989
8009,0.9999999999999989
8010,0.9999999999999989
8011,0.9999999999999989
8012,0.9999999999999989
8013,0.9999999999999989
8014,0.9999999999999989
8015,0.9999999999999989
8016,0.9999999999999989
8017,0.9999999999999989
8018,0.9999999999999989
8019,0.9999999999999989
8020,0.9999999999999989
8021,0.9999999999999989
8022,0.9999999999999989
8023,0.9999999999999989
8024,0.9999999999999989
8025,0.9999999999999989
8026,0.9999999999999989
8027,0.9999999999999989
8028,0.9999999999999989
8029,0.9999999999999989
8030,0.9999999999999989
8031,0.9999999999999989
8032,0.9999999999999989
8033,0.9999999999999989
8034,0.9999999999999989
8035,0.9999999999999989
8036,0.9999999999999989
8037,0.9999999999999989
8038,0.9999999999999989
8039,0.9999999999999989
8040,0.9999999999999989
8041,0.9999999999999989
8042,0.9999999999999989
8043,0.9999999999999989
8044,0.9999999999999989
8045,0.9999999999999989
8046,0.9999999999999989
8047,0.9999999999999989
8048,0.9999999999999989
8049,0.9999999999999989
8050,0.9999999999999989
8051,0.9999999999999989
8052,0.9999999999999989
8053,0.9999999999999989
8054,0.9999999999999989
8055,0.9999999999999989
8056,0.9999999999999989
8057,0.9999999999999989
8058,0.9999999999999989
8059,0.9999999999999989
8060,0.9999999999999989
8061,0.9999999999999989
8062,0.9999999999999989
8063,0.9999999999999989
8064,0.9999999999999989
8065,0.9999999999999989
8066,0.9999999999999989
8067,0.9999999999999989
8068,0.9999999999999989
8069,0.9999999999999989
8070,0.9999999999999989
8071,0.9999999999999989
8072,0.9999999999999989
8073,0.9999999999999989
8074,0.9999999999999989
8075,0.9999999999999989
8076,0.9999999999999989
8077,0.9999999999999989
8078,0.9999999999999989
8079,0.9999999999999989
8080,0.9999999999999989
8081,0.9999999999999989
8082,0.9999999999999989
8083,0.9999999999999989
8084,0.9999999999999989
8085,0.9999999999999989
8086,0.9999999999999989
8087,0.9999999999999989
8088,0.9999999999999989
8089,0.9999999999999989
8090,0.9999999999999989
8091,0.9999999999999989
8092,0.9999999999999989
8093,0.9999999999999989
8094,0.9999999999999989
8095,0.9999999999999989
8096,0.9999999999999989
8097,0.9999999999999989
8098,0.9999999999999989
8099,0.9999999999999989
8100,0.9999999999999989
8101,0.9999999999999989
8102,0.9999999999999989
8103,0.9999999999999989
8104,0.9999999999999989
8105,0.9999999999999989
8106,0.9999999999999989
8107,0.9999999999999989
8108,0.9999999999999989
8109,0.9999999999999989
8110,0.9999999999999989
8111,0.9999999999999989
8112,0.9999999999999989
8113,0.9999999999999989
8114,0.9999999999999989
8115,0.9999999999999989
8116,0.9999999999999989
8117,0.9999999999999989
8118,0.9999999999999989
8119,0.9999999999999989
8120,0.9999999999999989
8121,0.9999999999999989
8122,0.9999999999999989
8123,0.9999999999999989
8124,0.9999999999999989
8125,0.9999999999999989
8126,0.9999999999999989
8127,0.9999999999999989
8128,0.9999999999999989
8129,0.9999999999999989
8130,0.9999999999999989
8131,0.9999999999999989
8132,0.9999999999999989
8133,0.9999999999999989
8134,0.9999999999999989
8135,0.9999999999999989
8136,0.9999999999999989
8137,0.9999999999999989
8138,0.9999999999999989
8139,0.9999999999999989
8140,0.9999999999999989
8141,0.9999999999999989
8142,0.9999999999999989
8143,0.9999999999999989
8144,0.9999999999999989
8145,0.9999999999999989
8146,0.9999999999999989
8147,0.9999999999999989
8148,0.9999999999999989
8149,0.9999999999999989
8150,0.9999999999999989
8151,0.9999999999999989
8152,0.9999999999999989
8153,0.9999999999999989
8154,0.9999999999999989
8155,0.9999999999999989
8156,0.9999999999999989
8157,0.9999999999999989
8158,0.9999999999999989
8159,0.9999999999999989
8160,0.9999999999999989
8161,0.9999999999999989
8162,0.9999999999999989
8163,0.9999999999999989
8164,0.9999999999999989
8165,0.9999999999999989
8166,0.9999999999999989
8167,0.9999999999999989
8168,0.9999999999999989
8169,0.9999999999999989
8170,0.9999999999999989
8171,0.9999999999999989
8172,0.9999999999999989
8173,0.9999999999999989
8174,0.9999999999999989
8175,0.9999999999999989
8176,0.9999999999999989
8177,0.9999999999999989
8178,0.9999999999999989
8179,0.9999999999999989
8180,0.9999999999999989
8181,0.9999999999999989
8182,0.9999999999999989
8183,0.9999999999999989
8184,0.9999999999999989
8185,0.9999999999999989
8186,0.9999999999999989
8187,0.9999999999999989
